,phrase,label,sentiment,subjectivity,language,count
ABC News,ABC News,ORG,0.0,0.0,en,1.9
The Indonesia Tsunami Warning Center,The Indonesia Tsunami Warning Center,ORG,-0.052631578947368425,0.2894736842105263,en,1.9
JPMorgan,JPMorgan,ORG,-0.05482456140350877,0.19736842105263158,en,1.9
liftedCBS News,liftedCBS News,ORG,0.19725449988607885,0.26455342902711326,en,1.9
ASTORIA,ASTORIA,ORG,0.0,0.2368421052631579,en,1.9
coastNBC News,coastNBC News,ORG,0.18658625730994155,0.2807017543859649,en,1.9
the Meteorological Agency,the Meteorological Agency,ORG,0.0,0.4210526315789474,en,1.9
Al Jazeera,Al Jazeera,ORG,0.0,0.0,en,1.9
SAATNM,SAATNM,ORG,0.17105263157894735,0.22368421052631582,en,1.9
NDA,NDA,ORG,1.4170875420875422,1.6047979797979797,en,1.8
Rad Girlfriend Records,Rad Girlfriend Records,ORG,0.0,0.0,en,1.7
Newsweek,Newsweek,ORG,0.20626432391138275,0.273109243697479,en,1.7
Us Weekly,Us Weekly,ORG,-0.3365384615384615,0.0,en,1.3
the National Weather Service,the National Weather Service,ORG,0.3333333333333333,0.2841880341880342,en,1.3
Pfizer,Pfizer,ORG,-0.05303030303030304,0.6458333333333333,en,1.2000000000000002
MGB,MGB,ORG,0.1534090909090909,0.5113636363636364,en,1.2
Manufacturing Dive,Manufacturing Dive,ORG,0.46212121212121204,0.2424242424242424,en,1.1
Depo-Provera,Depo-Provera,ORG,-0.18181818181818182,0.0,en,1.1
NHS England,NHS England,ORG,-0.33333333333333337,0.0,en,1.0
GDPYahoo,GDPYahoo,ORG,0.10416666666666667,0.0,en,1.0
Notre-Dame,Notre-Dame,ORG,-0.2,0.0,en,1.0
Oregon Hospital,Oregon Hospital,ORG,0.0,0.0,en,1.0
The Pacific Ring of Fire,The Pacific Ring of Fire,ORG,-0.03392857142857143,0.0,en,1.0
megaquake,megaquake,ORG,0.3,0.0,en,1.0
CCTV,CCTV,ORG,-0.21666666666666665,0.0,en,1.0
coastNBC News Japan,coastNBC News Japan,ORG,0.2388888888888889,0.0,en,1.0
NPR,NPR,ORG,0.0,0.0,en,1.0
Iwat,Iwat,ORG,0.0,0.0,en,1.0
03:34:00,03:34:00,ORG,0.0,0.0,en,1.0
White House's,White House's,ORG,-0.08333333333333333,0.0,en,1.0
US Utilities,US Utilities,ORG,0.0,0.0,en,1.0
+5654,+5654,ORG,0.0,0.0,en,1.0
N… Aomori,N… Aomori,ORG,0.0,0.0,en,1.0
"Sagar, Madhya Pradesh","Sagar, Madhya Pradesh",ORG,0.0,0.0,en,1.0
Japan Meteorological Agency,Japan Meteorological Agency,ORG,0.04034090909090909,0.0,en,1.0
NHS,NHS,ORG,-0.33333333333333337,0.0,en,1.0
regionCBS News,regionCBS News,ORG,0.04545454545454545,0.0,en,1.0
A.I.,A.I.,ORG,0.2727272727272727,0.6545454545454545,en,1.0
Tsunami Bomb,Tsunami Bomb,ORG,0.17045454545454544,0.0,en,1.0
the Census Bureau,the Census Bureau,ORG,0.20833333333333331,0.0,en,1.0
unex,unex,ORG,0.1,0.0,en,1.0
Nat,Nat,ORG,0.0,0.0,en,1.0
Geosci.5,Geosci.5,ORG,0.0,0.0,en,1.0
Reels,Reels,ORG,0.0,0.0,en,1.0
The Japan Times,The Japan Times,ORG,0.0,0.0,en,1.0
shakesThe Japan Times Strong,shakesThe Japan Times Strong,ORG,0.22291666666666668,0.0,en,1.0
KYODO NEWS Magnitu,KYODO NEWS Magnitu,ORG,0.22291666666666668,0.0,en,1.0
Tottori,Tottori,ORG,0.21666666666666665,0.0,en,1.0
sourcespacehas,sourcespacehas,ORG,0.1,0.0,en,1.0
Elon,Elon,ORG,0.4,0.0,en,1.0
MEXICO CITY &gt;&gt,MEXICO CITY &gt;&gt,ORG,0.1715909090909091,0.0,en,1.0
Elon Musk's,Elon Musk's,ORG,-0.07142857142857142,0.0,en,1.0
Ofcom,Ofcom,ORG,0.6,0.0,en,1.0
Nature,Nature,ORG,0.0,0.0,en,1.0
the IAB Transparency &amp,the IAB Transparency &amp,ORG,-0.125,0.0,en,1.0
Deutsche Bank,Deutsche Bank,ORG,0.10000000000000002,0.0,en,1.0
the World Economic Forum,the World Economic Forum,ORG,0.10000000000000002,0.0,en,1.0
Supreme Court,Supreme Court,ORG,0.0,0.0,en,1.0
MAGA,MAGA,ORG,0.4,0.0,en,1.0
Tsunamigenic,Tsunamigenic,ORG,-0.2111111111111111,0.0,en,1.0
National Weather Service Reports,National Weather Service Reports,ORG,0.09999999999999999,0.0,en,1.0
Brown University,Brown University,ORG,-0.1,0.0,en,1.0
AI news,AI news,ORG,-0.05,0.0,en,1.0
BP,BP,ORG,0.0,0.0,en,1.0
BP Plc,BP Plc,ORG,0.033333333333333326,0.0,en,1.0
The Associated Press,The Associated Press,ORG,0.27878787878787875,0.0,en,1.0
the White House,the White House,ORG,-0.0625,0.0,en,1.0
the Oval Office,the Oval Office,ORG,-0.0625,0.0,en,1.0
impr,impr,ORG,0.0,0.0,en,1.0
le monde 120km,le monde 120km,ORG,-0.25666666666666665,0.0,en,1.0
Lance Eaton,Lance Eaton,ORG,-0.038888888888888896,0.0,en,1.0
Fed,Fed,ORG,-0.20000000000000004,0.0,en,1.0
BICorporate America,BICorporate America,ORG,0.5,0.0,en,1.0
Mediagazer,Mediagazer,ORG,0.0,0.0,en,1.0
le monde NASA,le monde NASA,ORG,-0.22000000000000003,0.0,en,1.0
tsunamiMSN NA…,tsunamiMSN NA…,ORG,-0.22000000000000003,0.0,en,1.0
Blue Origin,Blue Origin,ORG,0.0,0.0,en,1.0
Blue Origin's,Blue Origin's,ORG,0.0,0.0,en,1.0
Federal Reserve Note,Federal Reserve Note,ORG,0.0,0.0,en,1.0
"BI
","BI
",ORG,0.25,0.0,en,1.0
"BI
Corporate America","BI
Corporate America",ORG,0.25,0.0,en,1.0
LLC,LLC,ORG,0.0,0.0,en,1.0
Stock Score,Stock Score,ORG,0.165,0.0,en,1.0
Warner Bros,Warner Bros,ORG,-0.20000000000000004,0.0,en,1.0
NATO,NATO,ORG,-0.26666666666666666,0.225,en,1.0
Goldman Sachs,Goldman Sachs,ORG,-0.1,0.4,en,1.0
IMAGO,IMAGO,ORG,-0.1,0.0,en,1.0
Reuters ConnectThe AI revolution,Reuters ConnectThe AI revolution,ORG,0.0,0.0,en,1.0
MIA,MIA,ORG,0.0,0.0,en,1.0
"UN News
","UN News
",ORG,0.056666666666666664,0.0,en,1.0
CNN Panel After Declaring A Bad Night For Democrats,CNN Panel After Declaring A Bad Night For Democrats,ORG,-0.6999999999999998,0.0,en,1.0
Newsmax,Newsmax,ORG,-0.33333333333333326,0.0,en,1.0
NBC,NBC,ORG,-0.33333333333333326,0.0,en,1.0
NHK,NHK,ORG,0.0,0.0,en,1.0
UPS,UPS,ORG,-0.20000000000000004,0.0,en,1.0
FedE,FedE,ORG,-0.20000000000000004,0.0,en,1.0
the Japan Meteorological Agency TOKYO,the Japan Meteorological Agency TOKYO,ORG,0.275,0.0,en,1.0
Tsunami Advisory Issued for Iwate,Tsunami Advisory Issued for Iwate,ORG,0.0,0.0,en,1.0
IWATE,IWATE,ORG,0.0,0.0,en,1.0
FAA,FAA,ORG,-0.20000000000000004,0.0,en,1.0
Corporate America,Corporate America,ORG,0.0,0.0,en,1.0
Putinâs,Putinâs,ORG,0.0,0.0,en,1.0
NOAA,NOAA,ORG,0.125,0.0,en,1.0
Burevestnik,Burevestnik,ORG,-0.2,0.0,en,1.0
State Emergency Service,State Emergency Service,ORG,-0.2,0.0,en,1.0
the Bureau of Meteorology,the Bureau of Meteorology,ORG,-0.2,0.0,en,1.0
SES,SES,ORG,0.0,0.0,en,1.0
Birth Control Shot,Birth Control Shot,ORG,0.13636363636363635,0.0,en,1.0
Apple,Apple,ORG,-0.3125,0.0,en,1.0
Mac,Mac,ORG,-0.3125,0.0,en,1.0
M5,M5,ORG,0.0,0.0,en,1.0
Johari,Johari,ORG,0.0,0.0,en,1.0
the Dewan Rakyat,the Dewan Rakyat,ORG,0.1,0.0,en,1.0
Basel Action Network,Basel Action Network,ORG,0.10803571428571429,0.0,en,1.0
BMKG,BMKG,ORG,0.1,0.0,en,1.0
JAKARTA,JAKARTA,ORG,0.22499999999999998,0.0,en,1.0
BMK,BMK,ORG,0.22499999999999998,0.0,en,1.0
Nucor,Nucor,ORG,-0.1,0.0,en,1.0
Nucor Corp.,Nucor Corp.,ORG,0.0,0.0,en,1.0
Super Typhoon Uwan,Super Typhoon Uwan,ORG,0.18888888888888888,0.0,en,1.0
National Democratic Alliance,National Democratic Alliance,ORG,0.5,0.0,en,1.0
Paramount,Paramount,ORG,-0.20000000000000004,0.0,en,1.0
Convert,Convert,ORG,0.25,0.0,en,1.0
the Washington Com,the Washington Com,ORG,0.0,0.0,en,1.0
"Challenger, Gray & Christmas","Challenger, Gray & Christmas",ORG,0.13636363636363635,0.0,en,1.0
The U.S. Geological Survey,The U.S. Geological Survey,ORG,0.09999999999999999,0.0,en,1.0
Japan Meteorological agency,Japan Meteorological agency,ORG,0.0,0.0,en,1.0
alertAl Jazeera Tsunami,alertAl Jazeera Tsunami,ORG,0.1922222222222222,0.0,en,1.0
CBS News',CBS News',ORG,0.0,0.0,en,1.0
tsunam,tsunam,ORG,0.0,0.0,en,1.0
EarthquakeThe New York Times,EarthquakeThe New York Times,ORG,0.18434343434343434,0.0,en,1.0
coastAP News Evacuation,coastAP News Evacuation,ORG,0.115625,0.0,en,1.0
Bloomberg,Bloomberg,ORG,0.15,0.0,en,1.0
coastBBC Evacuation,coastBBC Evacuation,ORG,0.1525,0.0,en,1.0
Magnitude-7.0 Earthquake Hit Remote Area Along,Magnitude-7.0 Earthquake Hit Remote Area Along,ORG,-0.1,0.0,en,1.0
Japan Wire,Japan Wire,ORG,0.0,0.0,en,1.0
KYODO NEWS Evacuation,KYODO NEWS Evacuation,ORG,0.2388888888888889,0.0,en,1.0
coastNBC News 6,coastNBC News 6,ORG,0.2388888888888889,0.0,en,1.0
the Washington Commanders,the Washington Commanders,ORG,0.07500000000000001,0.0,en,1.0
Starwood,Starwood,ORG,0.25,0.0,en,1.0
NDA tsunami &,NDA tsunami &,ORG,0.0,0.0,en,1.0
CNES,CNES,ORG,0.15,0.0,en,1.0
Mahagathbandhan,Mahagathbandhan,ORG,0.18409090909090908,0.0,en,1.0
Nvidia Invest,Nvidia Invest,ORG,0.0,0.6666666666666666,en,1.0
Oracle,Oracle,ORG,0.0,0.0,en,1.0
PTSD,PTSD,ORG,0.0,0.0,en,1.0
UCSD,UCSD,ORG,0.3,0.0,en,1.0
UC San Diego,UC San Diego,ORG,0.011111111111111108,0.0,en,1.0
SUSITNA,SUSITNA,ORG,0.0,0.0,en,1.0
the U.S. Geological Survey,the U.S. Geological Survey,ORG,0.0,0.0,en,1.0
Sabah,Sabah,ORG,-0.10555555555555557,0.0,en,1.0
Litton Industries,Litton Industries,ORG,0.0,0.0,en,1.0
NA,NA,ORG,0.0,0.0,en,1.0
Batticaloa,Batticaloa,ORG,-0.1875,0.0,en,1.0
HANOI Southeast Asia,HANOI Southeast Asia,ORG,0.35,0.0,en,1.0
lethalThe Guardian,lethalThe Guardian,ORG,-0.00899621212121212,0.0,en,1.0
AsiaThe New York Times Frustration,AsiaThe New York Times Frustration,ORG,-0.00899621212121212,0.0,en,1.0
Futurism,Futurism,ORG,-0.3375,0.0,en,1.0
